FederalID	College	State	Type	avg_salary_all	avg_comp_all	n_full	n_assoc	n_asst	n_instructors	n_all	avg_salary_full	avg_salary_assoc	avg_salary_asst	avg_comp_full	avg_comp_assoc	avg_comp_asst
3689	"Lyndon State College"	"VT"	"IIB"	366	500	18	22	17	0	57	433	366	293	584	501	411
3691	"Middlebury College"	"VT"	"IIB"	512	651	68	33	56	14	182	678	469	398	878	599	493
3692	"Norwich University"	"VT"	"IIA"	371	484	62	51	32	1	146	423	356	297	545	468	394
3694	"Saint Michael's College"	"VT"	"IIB"	404	540	33	38	46	0	122	501	414	344	675	548	457
3695	"Trinity College of Vermont"	"VT"	"IIB"	325	392	6	20	11	1	40	364	340	299	432	407	365
3696	"University of Vermont"	"VT"	"I"	458	592	175	174	115	0	555	606	450	370	770	586	486
3771	"Central Washington Univ."	"WA"	"IIA"	401	501	172	80	72	0	340	483	355	292	596	447	374
3775	"Eastern Washington Univ."	"WA"	"IIA"	425	537	181	79	74	14	348	480	406	352	601	514	451
3777	"Heritage College"	"WA"	"IIB"	322	395	4	7	9	8	28		359	319		437	392
3778	"Gonzaga University"	"WA"	"IIA"	420	518	49	83	96	23	251	616	428	345	741	527	432
3785	"Pacific Lutheran University"	"WA"	"IIA"	422	527	78	88	63	0	229	494	409	351	617	513	434
3788	"Seattle Pacific University"	"WA"	"IIA"	390	485	50	48	34	7	144	457	388	335	563	485	422
3790	"Seattle University"	"WA"	"IIA"	458	551	53	88	69	14	237	565	476	408	674	572	495
3794	"Saint Martin's College"	"WA"	"IIB"	325	386	7	14	28	1	50	378	347	303	441	418	360
3797	"University of Puget Sound"	"WA"	"IIB"	516	655	80	44	51	0	175	623	469	389	788	599	495
3798	"University of Washington"	"WA"	"I"	555	687	893	472	352	11	1906	683	485	421	838	606	524
3799	"Walla Walla College"	"WA"	"IIB"	312	379	45	20	36	13	117	333	314	300	403	382	367
3800	"Washington State University"	"WA"	"I"	470	584	337	281	279	62	965	597	447	393	734	559	488
3802	"Western Washington Univ."	"WA"	"IIA"	462	573	153	141	67	6	385	537	444	371	665	553	461
3803	"Whitman College"	"WA"	"IIB"	476	602	37	32	23	1	93	568	451	372	717	571	468
3804	"Whitworth College"	"WA"	"IIB"	345	420	26	39	18	10	93	426	349	279	513	426	345
8155	"Evergreen State College"	"WA"	"IIB"	430	541	0	0	0	0	154						
3832	"Alverno College"	"WI"	"IIB"	314	368	9	31	74	0	114	438	352	282	511	411	332
3835	"Beloit College"	"WI"	"IIB"	453	565	42	15	22	1	80	521	409	357	660	512	428
3839	"Carthage College"	"WI"	"IIB"	371	475	28	18	35	0	81	434	374	319	556	485	406
3842	"Concordia Univ. Wisconsin"	"WI"	"IIB"	348	443	10	14	35	1	74	416	391	340	507	509	434
3854	"Lakeland College"	"WI"	"IIB"	329	393	11	3	19	8	46	406		321	489		384
3856	"Lawrence University"	"WI"	"IIB"	462	561	42	28	31	3	104	570	425	364	691	521	439
3861	"Marian Coll.of Fond du Lac"	"WI"	"IIB"	334	414	9	17	41	4	71	440	371	302	548	464	373
3863	"Marquette University"	"WI"	"I"	527	662	94	238	151	0	483	705	521	426	884	662	525
3868	"Milwaukee School of Engrg."	"WI"	"IIB"	439	551	56	27	20	0	103	484	411	353	609	522	427
3869	"Mount Mary College"	"WI"	"IIB"	312	371	8	19	19	6	52	393	327	282	493	393	327
3875	"Northland College"	"WI"	"IIB"	325	397	19	15	7	2	44	375	296	271	458	354	344
3884	"Ripon College"	"WI"	"IIB"	409	515	28	23	17	1	69	491	380	320	619	479	401
3892	"St. Norbert College"	"WI"	"IIB"	415	541	15	45	42	7	109	546	445	353	712	585	457
3895	"Univ. Wisconsin-Madison"	"WI"	"I"	573	721	918	287	360	30	1641	666	498	439	831	628	566
3896	"Univ. Wisconsin-Milwaukee"	"WI"	"I"	495	632	267	306	192	2	797	604	465	421	761	598	544
3899	"Univ. Wisconsin-Green Bay"	"WI"	"IIA"	419	543	52	55	35	3	157	498	417	356	638	541	468
3911	"Viterbo College"	"WI"	"IIB"	344	423	10	23	28	10	71	448	366	316	553	441	395
3915	"Univ. Wisconsin-Stout"	"WI"	"IIA"	412	536	121	71	69	6	300	502	394	349	642	513	460
3917	"Univ. Wisconsin-Eau Claire"	"WI"	"IIA"	428	555	167	126	112	12	417	489	410	372	627	533	487
3919	"Univ. Wisconsin-La Crosse"	"WI"	"IIA"	430	556	128	103	90	8	369	511	424	384	653	549	502
3921	"Univ. Wisconsin-Platteville"	"WI"	"IIA"	437	565	94	57	58	0	221	517	417	357	661	542	470
3923	"Univ. Wisconsin-River Falls"	"WI"	"IIA"	420	545	112	57	57	2	238	485	399	340	622	519	449
3924	"Univ. Wisconsin-Stevens Pnt."	"WI"	"IIA"	437	565	138	104	84	5	344	516	423	353	658	548	464
3925	"Univ. Wisconsin-Superior"	"WI"	"IIA"	432	561	42	26	19	5	97	501	410	348	642	533	459
3926	"Univ. Wisconsin-Whitewater"	"WI"	"IIA"	432	559	127	103	99	5	379	525	434	368	670	562	483
5015	"Univ. Wisconsin-Parkside"	"WI"	"IIA"	434	561	49	58	37	1	163	535	427	391	680	553	510
9630	"Univ. Wisconsin-Oshkosh"	"WI"	"IIA"	439	567	104	108	130	4	356	541	435	374	688	562	490
3806	"Alderson Broaddus College"	"WV"	"IIB"	299	386	9	18	25	11	63	385	315	272	507	402	349
3808	"Bethany College"	"WV"	"IIB"	340	433	21	6	23	0	50	397	348	286	501	485	358
3809	"Bluefield State College"	"WV"	"IIB"	310	384	23	22	34	12	91	409	315	268	483	388	341
3810	"Concord College"	"WV"	"IIB"	325	420	29	18	35	12	94	400	342	284	505	438	372
3811	"Davis and Elkins College"	"WV"	"IIB"	299	386	14	10	14	7	46	373	305	259	480	388	339
3812	"Fairmont State College"	"WV"	"IIB"	361	445	57	44	45	27	173	432	362	317	526	446	394
3813	"Glenville State College"	"WV"	"IIB"	298	371	12	17	28	16	75	396	325	274	484	405	341
3815	"Marshall University"	"WV"	"IIA"	390	477	144	121	102	30	397	477	390	309	576	478	384
3818	"University of Charleston"	"WV"	"IIB"	333	423	10	21	21	15	67	385	347	324	484	440	413
3820	"Salem-Teikyo University"	"WV"	"IIB"	306	369	6	11	17	16	50	422	353	305	509	429	368
3822	"Shepherd College"	"WW"	"VIIB"	342	418	27	31	33	14	115	415	348	312	508	421	383
3823	"West Liberty State College"	"WV"	"IIB"	337	417	42	62	18	7	130	417	327	235	513	404	294
3825	"West Virginia Inst. of Tech."	"WV"	"IIB"	349	431	54	43	29	11	137	408	340	297	502	419	369
3827	"West Virginia University"	"WV"	"I"	439	529	335	237	272	22	895	535	431	361	642	521	438
3830	"West Virginia Wesleyan Coll."	"WV"	"IIB"	383	495	25	22	24	3	74	441	383	339	572	494	434
3831	"Wheeling Jesuit College"	"WV"	"IIB"	315	381	8	20	25	12	65	403	348	282	486	416	348
3932	"University of Wyoming"	"WY"	"I"	445	549	241	154	164	2	591	539	410	374	658	507	464
